,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
4800,SH51981,Washington,No,Basic,College,2011-02-21,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small
4801,BR77413,Arizona,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
4802,TO12347,California,No,Basic,Bachelor,2011-02-05,Disabled,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Small
4803,XA63646,California,No,Premium,Master,2011-01-07,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
4804,LD20926,Arizona,No,Extended,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large
4805,AK44985,California,No,Basic,College,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Large
4806,YU39743,Oregon,No,Extended,College,2011-01-30,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize
4807,RN98239,California,Yes,Extended,High School or Below,2011-02-20,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
4808,EB59129,Oregon,No,Basic,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4809,CH85057,Oregon,No,Premium,Doctor,2011-01-15,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Luxury SUV,Medsize
4810,NY90858,California,No,Extended,College,2011-02-24,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4811,NR99710,Arizona,No,Basic,High School or Below,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
4812,AR25213,Arizona,No,Basic,High School or Below,2011-01-31,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Luxury SUV,Large
4813,LS92540,California,No,Basic,College,2011-01-29,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Call Center,SUV,Large
4814,LR49944,Nevada,No,Basic,Doctor,2011-02-25,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
4815,DW14769,Arizona,No,Premium,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Large
4816,OF49789,Oregon,No,Extended,College,2011-02-15,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize
4817,VO25602,Nevada,No,Extended,College,2011-02-06,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small
4818,EQ69638,Washington,No,Extended,College,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
4819,JR41742,California,No,Basic,College,2011-01-25,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
4820,MF18493,California,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
4821,AY35539,Oregon,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
4822,LW93867,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize
4823,QI31659,California,No,Basic,Bachelor,2011-02-26,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4824,YQ15567,Oregon,No,Basic,Bachelor,2011-01-04,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
4825,MS41162,Arizona,No,Basic,High School or Below,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
4826,GW77328,Oregon,No,Basic,Doctor,2011-02-03,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4827,TP96247,Oregon,No,Basic,High School or Below,2011-02-09,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
4828,WO81184,California,No,Basic,Bachelor,2011-01-14,Employed,M,Urban,Single,Special Auto,Special L3,Offer3,Agent,Two-Door Car,Large
4829,YG68142,Oregon,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
4830,RR37482,Washington,No,Premium,High School or Below,2011-01-26,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4831,HE85298,California,No,Basic,High School or Below,2011-01-07,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize
4832,QM39493,California,No,Extended,High School or Below,2011-01-23,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
4833,TE50227,Arizona,No,Extended,College,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
4834,BM21532,Washington,No,Extended,Bachelor,2011-01-26,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
4835,IC80537,California,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
4836,DE18949,Oregon,No,Basic,College,2011-01-16,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Small
4837,IR73545,Oregon,Yes,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
4838,PY64219,California,Yes,Extended,Master,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
4839,JP41935,Washington,No,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4840,SB61617,California,No,Basic,Master,2011-01-30,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
4841,XX73066,Arizona,No,Basic,Master,2011-02-02,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4842,DE34457,Oregon,No,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small
4843,YB58778,California,No,Basic,College,2011-01-30,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
4844,ZR84007,Arizona,No,Basic,Bachelor,2011-01-05,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4845,WH36609,Arizona,No,Extended,Bachelor,2011-01-05,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small
4846,FV70604,California,No,Premium,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize
4847,FV54537,California,No,Basic,College,2011-01-10,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
4848,EI85578,California,No,Basic,Bachelor,2011-01-06,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
4849,UH93563,California,No,Basic,College,2011-02-24,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Small
4850,KP10993,California,Yes,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4851,HU82227,Arizona,No,Premium,College,2011-02-23,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
4852,CE94751,California,No,Basic,College,2011-02-06,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4853,WE68644,Oregon,No,Basic,Bachelor,2011-01-26,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize
4854,RC62865,Oregon,No,Extended,College,2011-01-23,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
4855,YI68606,Oregon,No,Basic,High School or Below,2011-02-12,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize
4856,MS34991,Arizona,No,Extended,High School or Below,2011-01-14,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4857,SQ54906,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
4858,VU48786,Washington,No,Basic,Master,2011-01-25,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
4859,AM29546,Oregon,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Two-Door Car,Medsize
4860,AZ95587,Arizona,No,Extended,Bachelor,2011-01-11,Employed,F,Urban,Single,Special Auto,Special L3,Offer3,Branch,Four-Door Car,Small
4861,OE19653,Oregon,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Small
4862,LR33381,Nevada,No,Basic,Doctor,2011-02-18,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
4863,GM54859,Oregon,No,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Large
4864,CB64729,Nevada,No,Premium,Bachelor,2011-02-25,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
4865,NG56399,Arizona,No,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
4866,HW99293,Arizona,No,Basic,Bachelor,2011-01-21,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4867,AF36894,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Agent,SUV,Medsize
4868,DS46955,California,No,Basic,Master,2011-01-02,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
4869,WP10197,Nevada,Yes,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
4870,BU16704,Oregon,No,Extended,High School or Below,2011-02-08,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large
4871,IZ13533,Arizona,No,Premium,Bachelor,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Large
4872,GH31557,California,No,Basic,High School or Below,2011-01-25,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Small
4873,KU23440,Oregon,No,Basic,Master,2011-02-25,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small
4874,QR21417,California,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize
4875,JF57282,Nevada,No,Extended,Bachelor,2011-01-13,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Small
4876,NT77164,Arizona,No,Basic,Doctor,2011-02-09,Medical Leave,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4877,JV89183,Oregon,No,Premium,Bachelor,2011-01-30,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
4878,DH18269,Arizona,No,Extended,College,2011-01-13,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4879,DW62397,Oregon,No,Basic,Master,2011-02-06,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
4880,BU71528,California,No,Premium,College,2011-02-01,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small
4881,XV83643,California,No,Extended,College,2011-01-24,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large
4882,QM60216,Oregon,No,Extended,College,2011-01-10,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury Car,Medsize
4883,WZ63975,California,No,Basic,High School or Below,2011-02-04,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
4884,VZ56705,Oregon,No,Basic,Bachelor,2011-02-25,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4885,KG16176,Washington,No,Basic,College,2011-01-19,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4886,NB82190,Oregon,No,Basic,College,2011-02-09,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
4887,CP38401,Oregon,No,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize
4888,GE26813,Arizona,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
4889,AO46433,California,No,Premium,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
4890,OI29521,Oregon,No,Extended,College,2011-01-10,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
4891,QM46642,California,No,Basic,Bachelor,2011-01-16,Disabled,M,Rural,Married,Special Auto,Special L1,Offer2,Agent,Two-Door Car,Medsize
4892,BU53191,Arizona,No,Basic,Bachelor,2011-02-02,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Small
4893,TY31217,Washington,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Medsize
4894,HY16703,Oregon,No,Extended,College,2011-02-20,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4895,CF62992,Oregon,No,Basic,High School or Below,2011-01-16,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
4896,JH36501,Arizona,No,Basic,Doctor,2011-01-23,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
4897,OJ58066,Nevada,No,Extended,High School or Below,2011-02-14,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
4898,TP61305,California,No,Extended,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
4899,IA27050,Oregon,No,Extended,High School or Below,2011-01-04,Unemployed,F,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
4900,AI58313,Nevada,No,Basic,College,2011-01-30,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Sports Car,Medsize
4901,AI14767,California,No,Basic,High School or Below,2011-02-19,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small
4902,CM55703,Washington,No,Basic,College,2011-02-09,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4903,ZC89812,Arizona,No,Basic,Bachelor,2011-01-25,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
4904,HN69035,Arizona,No,Basic,College,2011-02-15,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Medsize
4905,YO58424,Oregon,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
4906,BL66157,California,No,Extended,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Small
4907,LN43251,Oregon,No,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
4908,ZB32409,California,No,Basic,Bachelor,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
4909,BQ88033,Oregon,No,Extended,College,2011-02-17,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Medsize
4910,VN44400,California,No,Basic,College,2011-02-04,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize
4911,ZG56744,California,Yes,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
4912,ZM84839,California,No,Basic,College,2011-02-27,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize
4913,XL81489,California,No,Premium,Bachelor,2011-02-25,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Small
4914,MF15503,Nevada,No,Premium,Bachelor,2011-02-19,Unemployed,M,Suburban,Single,Special Auto,Special L2,Offer2,Branch,Two-Door Car,Medsize
4915,UI24036,Washington,No,Extended,Bachelor,2011-02-19,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Large
4916,RA88421,Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
4917,BK76340,California,No,Extended,High School or Below,2011-02-07,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Luxury SUV,Medsize
4918,FD64348,Oregon,No,Basic,High School or Below,2011-01-17,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
4919,ME47990,California,No,Extended,High School or Below,2011-01-31,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize
4920,UX87980,Nevada,No,Extended,College,2011-02-26,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
4921,GO80206,Arizona,No,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
4922,LR43989,Oregon,No,Basic,High School or Below,2011-01-17,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small
4923,GL82358,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
4924,EL99335,California,No,Basic,College,2011-01-29,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small
4925,XO36233,Washington,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Branch,SUV,Large
4926,SN26999,Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
4927,MZ84108,Arizona,No,Extended,Bachelor,2011-01-02,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize
4928,IC11062,Nevada,Yes,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
4929,JU47573,California,No,Basic,Bachelor,2011-01-29,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large
4930,JD78271,Nevada,No,Basic,College,2011-01-18,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
4931,EB61889,California,No,Extended,High School or Below,2011-02-28,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Call Center,Sports Car,Medsize
4932,HL35876,Washington,Yes,Basic,College,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
4933,WJ88394,Nevada,No,Basic,College,2011-01-29,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
4934,ML34366,California,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize
4935,TG97744,Oregon,Yes,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
4936,OC47565,Oregon,No,Basic,College,2011-01-09,Employed,F,Suburban,Married,Special Auto,Special L3,Offer4,Branch,Four-Door Car,Medsize
4937,TP52309,California,No,Extended,High School or Below,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Sports Car,Medsize
4938,WH82416,Oregon,No,Extended,Bachelor,2011-02-12,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large
4939,DJ34695,California,No,Basic,High School or Below,2011-01-27,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Luxury Car,Medsize
4940,LW91009,Washington,No,Basic,College,2011-02-16,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
